Accession,Release_Date,Species,Molecule_type,Length,Geo_Location,USA,Host,Isolation_Source,Collection_Date
MW495166,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-06
MW495167,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-05
MW495168,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-06
MW495169,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-06
MW495170,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-06
MW495171,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-06
MW495172,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-06
MW495173,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-05
MW495174,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-05
MW495175,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-05
MW495176,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-07
MW495177,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-05
MW495178,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-07
MW495179,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-07
MW495180,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-06
MW495181,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-06
MW495182,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-06
MW495183,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-05
MW495184,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-06
MW495185,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29781,USA: MA,MA,Homo sapiens,,2021-01-05
MW495186,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-06
MW495187,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-06
MW495188,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-06
MW495189,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-05
MW495190,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-07
MW495191,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-06
MW495192,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-06
MW495193,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-06
MW495194,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-06
MW495195,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29776,USA: MA,MA,Homo sapiens,,2021-01-07
MW495196,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-06
MW495197,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-06
MW495198,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29776,USA: MA,MA,Homo sapiens,,2021-01-06
MW495199,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-05
MW495200,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-06
MW495201,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29776,USA: MA,MA,Homo sapiens,,2021-01-07
MW495202,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-07
MW495203,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-06
MW495204,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-06
MW495205,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-05
MW495206,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-06
MW495207,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-05
MW495208,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-04
MW495209,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-05
MW495210,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-05
MW495211,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-05
MW495212,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-05
MW495213,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-06
MW495214,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-06
MW495215,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-06
MW495216,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-06
MW495217,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-06
MW495218,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-06
MW495219,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-06
MW495220,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-06
MW495221,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-06
MW495222,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-06
MW495223,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-07
MW495224,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-07
MW495225,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-06
MW495226,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29776,USA: MA,MA,Homo sapiens,,2021-01-06
MW495227,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-06
MW495228,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: ME,ME,Homo sapiens,,2021-01-04
MW495229,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: ME,ME,Homo sapiens,,2021-01-04
MW495230,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: ME,ME,Homo sapiens,,2021-01-04
MW495231,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: ME,ME,Homo sapiens,,2021-01-06
MW495232,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: NH,NH,Homo sapiens,,2021-01-04
MW495233,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: NH,NH,Homo sapiens,,2021-01-06
MW495234,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: NH,NH,Homo sapiens,,2021-01-06
MW495235,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: NH,NH,Homo sapiens,,2021-01-05
MW495236,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29781,USA: NH,NH,Homo sapiens,,2021-01-05
MW495237,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: NH,NH,Homo sapiens,,2021-01-05
MW495238,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: NH,NH,Homo sapiens,,2021-01-05
MW495239,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: NV,NV,Homo sapiens,,2021-01-07
MW495240,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: RI,RI,Homo sapiens,,2021-01-06
MW495241,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: RI,RI,Homo sapiens,,2021-01-06
MW495242,2021-01-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: VT,VT,Homo sapiens,,2021-01-05
MW493676,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29778,USA: New Mexico,NM,Homo sapiens,oronasopharynx,2021-01-04
MW493677,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29824,USA: New Mexico,NM,Homo sapiens,oronasopharynx,2021-01-08
MW493678,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29831,USA: New Mexico,NM,Homo sapiens,oronasopharynx,2021-01-08
MW493679,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29832,USA: New Mexico,NM,Homo sapiens,oronasopharynx,2021-01-08
MW493680,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29797,USA: New Mexico,NM,Homo sapiens,oronasopharynx,2021-01-08
MW493681,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29832,USA: New Mexico,NM,Homo sapiens,oronasopharynx,2021-01-08
MW493682,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29824,USA: New Mexico,NM,Homo sapiens,oronasopharynx,2021-01-08
MW493683,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29820,USA: New Mexico,NM,Homo sapiens,oronasopharynx,2021-01-08
MW493684,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29834,USA: New Mexico,NM,Homo sapiens,oronasopharynx,2021-01-08
MW493685,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29796,USA: New Mexico,NM,Homo sapiens,oronasopharynx,2021-01-08
MW493686,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: New Mexico,NM,Homo sapiens,oronasopharynx,2021-01-08
MW493687,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29796,USA: New Mexico,NM,Homo sapiens,oronasopharynx,2021-01-08
MW493688,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29819,USA: New Mexico,NM,Homo sapiens,oronasopharynx,2021-01-07
MW493689,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29763,USA: New Mexico,NM,Homo sapiens,oronasopharynx,2021-01-07
MW493690,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29806,USA: New Mexico,NM,Homo sapiens,oronasopharynx,2021-01-07
MW493691,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29800,USA: New Mexico,NM,Homo sapiens,oronasopharynx,2021-01-07
MW493692,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29797,USA: New Mexico,NM,Homo sapiens,oronasopharynx,2021-01-07
MW493693,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29797,USA: New Mexico,NM,Homo sapiens,oronasopharynx,2021-01-07
MW493694,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29797,USA: New Mexico,NM,Homo sapiens,oronasopharynx,2021-01-09
MW493695,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29826,USA: New Mexico,NM,Homo sapiens,oronasopharynx,2021-01-09
MW493696,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29797,USA: New Mexico,NM,Homo sapiens,oronasopharynx,2021-01-09
MW493697,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29797,USA: New Mexico,NM,Homo sapiens,oronasopharynx,2021-01-09
MW493698,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29834,USA: New Mexico,NM,Homo sapiens,oronasopharynx,2021-01-09
MW493699,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: New Mexico,NM,Homo sapiens,oronasopharynx,2021-01-09
MW493700,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29834,USA: New Mexico,NM,Homo sapiens,oronasopharynx,2021-01-09
MW493701,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: New Mexico,NM,Homo sapiens,oronasopharynx,2021-01-09
MW493702,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29798,USA: New Mexico,NM,Homo sapiens,oronasopharynx,2021-01-09
MW494349,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29871,USA: Colorado,CO,Homo sapiens,oronasopharynx,2021-01-04
MW494350,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29863,USA: California,CA,Homo sapiens,oronasopharynx,2021-01-04
MW494351,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29862,USA: California,CA,Homo sapiens,oronasopharynx,2021-01-04
MW494352,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29886,USA: Arkansas,AR,Homo sapiens,oronasopharynx,2021-01-04
MW494353,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29872,USA: California,CA,Homo sapiens,oronasopharynx,2021-01-04
MW494354,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29848,USA: California,CA,Homo sapiens,oronasopharynx,2021-01-04
MW494355,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29863,USA: California,CA,Homo sapiens,oronasopharynx,2021-01-04
MW494356,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29881,USA: California,CA,Homo sapiens,oronasopharynx,2021-01-04
MW494357,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29869,USA: Florida,FL,Homo sapiens,oronasopharynx,2021-01-04
MW494358,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29863,USA: Florida,FL,Homo sapiens,oronasopharynx,2021-01-03
MW494359,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29870,USA: Florida,FL,Homo sapiens,oronasopharynx,2021-01-03
MW494360,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29881,USA: Mississippi,MS,Homo sapiens,oronasopharynx,2021-01-03
MW494361,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29883,USA: Alabama,AL,Homo sapiens,oronasopharynx,2021-01-03
MW494362,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29877,USA: Texas,TX,Homo sapiens,oronasopharynx,2021-01-03
MW494363,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29881,USA: Florida,FL,Homo sapiens,oronasopharynx,2021-01-03
MW494364,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29866,USA: Florida,FL,Homo sapiens,oronasopharynx,2021-01-03
MW494365,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29857,USA: Florida,FL,Homo sapiens,oronasopharynx,2021-01-03
MW494366,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29880,USA: Illinois,IL,Homo sapiens,oronasopharynx,2021-01-03
MW494367,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29855,USA: Georgia,GA,Homo sapiens,oronasopharynx,2021-01-03
MW494368,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,USA: Georgia,GA,Homo sapiens,oronasopharynx,2021-01-03
MW494369,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29874,USA: Arizona,AZ,Homo sapiens,oronasopharynx,2021-01-03
MW494370,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29883,USA: Pennsylvania,PA,Homo sapiens,oronasopharynx,2021-01-03
MW494371,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,USA: Arizona,AZ,Homo sapiens,oronasopharynx,2021-01-03
MW494372,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29881,USA: New York,NY,Homo sapiens,oronasopharynx,2021-01-03
MW494373,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29879,USA: Arizona,AZ,Homo sapiens,oronasopharynx,2021-01-03
MW494374,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,USA: Georgia,GA,Homo sapiens,oronasopharynx,2021-01-03
MW494375,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29861,USA: Georgia,GA,Homo sapiens,oronasopharynx,2021-01-03
MW494376,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29868,USA: Texas,TX,Homo sapiens,oronasopharynx,2021-01-03
MW494377,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29881,USA: Arizona,AZ,Homo sapiens,oronasopharynx,2021-01-03
MW494378,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29869,USA: Tennessee,TN,Homo sapiens,oronasopharynx,2021-01-03
MW494379,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29856,USA: Louisiana,LA,Homo sapiens,oronasopharynx,2021-01-03
MW494380,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29881,USA: Arizona,AZ,Homo sapiens,oronasopharynx,2021-01-03
MW494381,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29884,USA: Kentucky,KY,Homo sapiens,oronasopharynx,2021-01-03
MW494382,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29851,USA: Georgia,GA,Homo sapiens,oronasopharynx,2021-01-03
MW494383,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29881,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,2021-01-03
MW494384,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29849,USA: Michigan,MI,Homo sapiens,oronasopharynx,2021-01-03
MW494385,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29883,USA: Indiana,IN,Homo sapiens,oronasopharynx,2021-01-03
MW494386,2021-01-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29845,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,2021-01-03
